name,state,street,lon,lat,formatted,categories,min_fee
Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.5991015,25.6075695,"Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",0
Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.7430608,25.325713,"Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",0
"Main Restaurant ""Indiana Jones""",Red Sea,"Hurghada, Ismailia Road",33.7167658,27.3110022,"Main Restaurant ""Indiana Jones"", Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0
Makani,Aswan,Kornish Al Nile Street,32.8906005,24.0852998,"Makani, Kornish Al Nile Street, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",0
Makka,Aswan,Abtal Al Tahrir Street,32.9006439,24.0988808,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0
Makka,Aswan,Abtal Al Tahrir Street,32.9007223,24.0989422,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0
Malu's Deli,Red Sea,Ahmed Ragab Street,33.6766845,27.409788,"Malu's Deli, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",0
man' oucheh,Cairo,Street 9,31.2630692,29.95411785,"man' oucheh, 51 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['building', 'building.catering', 'building.residential', 'catering', 'catering.fast_food']",0
Mandarine Koueider,Cairo,Hassan Asem Street,31.2199006,30.0625362,"Mandarine Koueider, 17 Hassan Asem Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Mandarine Koueider,Cairo,Kornish Al Nil Street,31.2520988,29.9564685,"Mandarine Koueider, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",0
Mangolian Restaurant,Red Sea,"Hurghada, Ismailia Road",33.7195543,27.3082858,"Mangolian Restaurant, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant']",0
Mangrove Cafe,Red Sea,Hala'ib W Shalateen Road,35.4311654,24.2073881,"Mangrove Cafe, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.cafe']",0
Marco Polo,Red Sea,Ola Zaki Ghabour Street,33.6852298,27.3865524,"Marco Polo, Ola Zaki Ghabour Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0
Marny's,Cairo,Street 213,31.27675,29.960352,"Marny's, Street 213, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0
"Marriott Mena House, Cairo",Giza,"Cairo, Alexandria Desert Road",31.1327491,29.9858579,"Marriott Mena House, Cairo, 6 Cairo, Alexandria Desert Road, Giza, 12556, Egypt","['accommodation', 'accommodation.hotel']",0
"Marriott Mena House, Cairo",Giza,"Cairo, Alexandria Desert Road",31.1327491,29.9858579,"Marriott Mena House, Cairo, 6 Cairo, Alexandria Desert Road, Giza, 12556, Egypt","['accommodation', 'accommodation.hotel']",0
Marsa Shagra Ecolodge Village - Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.7943987,25.2459867,"Marsa Shagra Ecolodge Village - Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",0
Mazag Cafe - كافيه مزاج,Al Qalyubiya,23rd July Street,31.3634597,30.2167499,"Mazag Cafe - كافيه مزاج, 23rd July Street, Al-Obour, 13763, Egypt","['catering', 'catering.cafe', 'internet_access']",0
McDonald's,Cairo,Al Gezira Street,31.22317426,30.0528326,"McDonald's, Al Gezira Street, Boulak, 11211, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",0
McDonald's,Cairo,El Benouk Road,31.4322951,30.0172397,"McDonalds, El Benouk Road, Cairo, 11835, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger', 'wheelchair', 'wheelchair.yes']",0
MECC - Maadi Engineering Cars Company;Pottery Cafe,Cairo,Street 9,31.26709989,29.9504126,"MECC - Maadi Engineering Cars Company;Pottery Cafe, 12 Street 9, Cairo, 11728, Egypt","['building', 'building.catering', 'building.commercial', 'catering', 'catering.cafe', 'commercial', 'service', 'service.vehicle', 'service.vehicle.repair', 'service.vehicle.repair.car']",0
Medinet Habu,Luxor,Maabad Habo Road,32.60053556,25.71983695,"Medinet Habu, Maabad Habo Road, Al Baairat Village, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0
Medinet Habu,Luxor,Maabad Habo Road,32.60053556,25.71983695,"Medinet Habu, Maabad Habo Road, Al Baairat Village, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0
Mediterranean,Red Sea,"Al Qusair, Marsa Aalam Road",34.7900681,25.256589,"Mediterranean, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.mediterranean']",0
Memar Almorshedy,Cairo,Al Abany Street,31.3212088,29.985867,"Memar Almorshedy, Al Abany Street, Cairo, 11571, Egypt","['accommodation', 'accommodation.hotel']",0
Memar Almorshedy,Cairo,Al Abany Street,31.3212088,29.985867,"Memar Almorshedy, Al Abany Street, Cairo, 11571, Egypt","['accommodation', 'accommodation.hotel']",0
Merbey EG,Red Sea,Amr Khalil Street,33.6724919,27.4128683,"Merbey EG, Amr Khalil Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant']",0
Mermaid,Cairo,Street 9,31.2600911,29.9579783,"Mermaid, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0
Mios,Red Sea,Doctor Magdy Yaacoub Street,33.6769923,27.3936423,"Mios, Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.seafood']",0
Mirabelle,Aswan,Kornish Al Nile Street,32.8962805,24.0946389,"Mirabelle, Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['catering', 'catering.cafe']",0
Mo'men,Eastern,Abou Bakr Al Sedik Street,31.7461135,30.2903941,"Mo'men, Abou Bakr Al Sedik Street, 8, 10th of Ramadan, 44629, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.sandwich']",0
mo'men,Cairo,Abd Allah Pasha Street,31.3301274,29.8470604,"mo'men, Abd Allah Pasha Street, Cairo, 11735, Egypt","['catering', 'catering.fast_food']",0
Mohamed Ali Palace Museum,Cairo,Tolba Ahmed Pasha Street,31.22948266,30.0264978,"Mohamed Ali Palace Museum, Tolba Ahmed Pasha Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0
mohra,Suez,Al Cornish Road,32.5402942,29.9558035,"mohra, Al Cornish Road, Suez, 43211, Egypt","['catering', 'catering.cafe']",0
MOMO,Red Sea,"Al Qusair, Marsa Aalam Road",34.6099536,25.5986342,"MOMO, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chinese']",0
Mongini's,Giza,El Geish Street,31.0891895,29.9575243,"Mongini's, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Monginis,Cairo,Borhan Street,31.3346202,29.8433978,"Monginis, Borhan Street, Cairo, 11723, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Mood Swing,Cairo,Al Thawra Street,31.328838,30.0898042,"Mood Swing, Al Thawra Street, Heliopolis, Cairo, 11737, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0
Morgan’s Beach Bistro,Red Sea,Ola Zaki Ghabour Street,33.685888,27.3854867,"Morgan’s Beach Bistro, Ola Zaki Ghabour Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",0
Morgana Cafe,Red Sea,10th of Ramadan Road,34.2748237,26.1167178,"Morgana Cafe, 10th of Ramadan Road, Al Qusair City, 84712, Egypt","['catering', 'catering.cafe']",0
Mori Sushi,Cairo,Baha' Al Din Qaraqosh Street,31.2176353,30.0579481,"Mori Sushi, Baha' Al Din Qaraqosh Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.japanese', 'catering.restaurant.sushi']",0
Mori Sushi,Cairo,Street 9,31.2607594,29.9565477,"Mori Sushi, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.sushi']",0
Mori Sushi,Red Sea,Ahmed Ragab Street,33.6761255,27.4102994,"Mori Sushi, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.japanese']",0
Mövenpick Resort El Sokhna,Suez,"Ain Sokhna, Zaafarana Road",32.36920483,29.5454724,"Mövenpick Resort El Sokhna, Ain Sokhna, Zaafarana Road, 84514, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Movenpick Waffle Shop,Cairo,Street 9,31.2635856,29.9534755,"Movenpick Waffle Shop, 45 Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe', 'catering.cafe.ice_cream', 'catering.ice_cream']",0
Mugshot,Cairo,Street 9,31.262932,29.9537732,"Mugshot, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0
Mummification Museum,Luxor,Kornish Al Nile Street,32.6399946,25.7026139,"Mummification Museum, Kornish Al Nile Street, Luxor City, Luxor, 85951, Egypt","['entertainment', 'entertainment.museum']",0
Mummification Museum,Luxor,Kornish Al Nile Street,32.6399946,25.7026139,"Mummification Museum, Kornish Al Nile Street, Luxor City, Luxor, 85951, Egypt","['entertainment', 'entertainment.museum']",0
Munchies,Cairo,Al Nahda Street,31.2586556,29.959194,"Munchies, Al Nahda Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.fast_food']",0
MUST Opera House,Giza,Side 26th of July Axis,30.9652826,29.9966129,"MUST Opera House, Side 26th of July Axis, 7th District, 6th of October, 12568, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre', 'wheelchair', 'wheelchair.limited']",0
My Chocolate,Giza,Ibrahim Al Adawy Street,31.1085149,29.9829791,"My Chocolate, 165 Ibrahim Al Adawy Street, Giza, 12559, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
My home,Giza,Ammar Ibn Yaser Street,31.1797531,30.0930635,"My home, Ammar Ibn Yaser Street, Bashteel Al-Balad, 12976, Egypt","['accommodation', 'accommodation.hotel']",0
My home,Giza,Ammar Ibn Yaser Street,31.1797531,30.0930635,"My home, Ammar Ibn Yaser Street, Bashteel Al-Balad, 12976, Egypt","['accommodation', 'accommodation.hotel']",0
National Cultural Centre,Cairo,Al Tahrir Street,31.22341021,30.0426202,"National Cultural Centre, Al Tahrir Street, Bab al Luq, 11111, Egypt","['entertainment', 'entertainment.museum']",0
Native cafe,Giza,Side Al Markazy Axis,30.9394262,29.9694969,"Native cafe, Side Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.cafe']",0
Negroni,Aswan,Aswan Airport Road,32.8246018,23.9674109,"Negroni, Aswan Airport Road, Sahara City, Egypt","['catering', 'catering.restaurant']",0
Nema Inn pyramids,Giza,Al Akhtal Street,31.1416903,29.9757572,"Nema Inn pyramids, Al Akhtal Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Nema Inn pyramids,Giza,Al Akhtal Street,31.1416903,29.9757572,"Nema Inn pyramids, Al Akhtal Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
New Hamees Papyrus,Luxor,Maabad Al Karnak Street,32.6492787,25.710769,"New Hamees Papyrus, Maabad Al Karnak Street, Old Karnak, 81693, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
New Hamees Papyrus,Luxor,Maabad Al Karnak Street,32.6492787,25.710769,"New Hamees Papyrus, Maabad Al Karnak Street, Old Karnak, 81693, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Nice Cream,Cairo,Street 9,31.2667471,29.9510796,"Nice Cream, Street 9, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0
Nile Museum,Aswan,25,32.8839688,24.0408009,"Nile Museum, 25, Shash, 81531, Egypt","['entertainment', 'entertainment.museum']",0
Noi,Red Sea,Amr Khalil Street,33.67718203,27.4157768,"Noi, Amr Khalil Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
NOLA Cupcakes,Cairo,Hassan Asem Street,31.2227251,30.0613878,"NOLA Cupcakes, 4 Hassan Asem Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe']",0
Nola Cupcakes,Cairo,Street 9,31.2594332,29.9584385,"Nola Cupcakes, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",0
Nouran,Giza,Mohamed Khalaf Street,31.2141061,30.0400118,"Nouran, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Nouran,Giza,Mohamed Khalaf Street,31.2141061,30.0400118,"Nouran, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Nubian Dreams,Aswan,loop from Nubialin,32.890724,24.0893649,"Nubian Dreams, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",0
Nubian house,Aswan,Mahata Al Meyah Road,32.8875969,24.0810903,"Nubian house, Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",0
Nubian House Coffee Shop,Aswan,loop from Nubialin,32.887112,24.0857463,"Nubian House Coffee Shop, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",0
Nūn Art Gallery,Luxor,Al Qarnh Road,32.6327518,25.7036582,"Nūn Art Gallery, Al Qarnh Road, Al Baairat Village, 85951, Egypt","['entertainment', 'entertainment.museum']",0
Nūn Art Gallery,Luxor,Al Qarnh Road,32.6327518,25.7036582,"Nūn Art Gallery, Al Qarnh Road, Al Baairat Village, 85951, Egypt","['entertainment', 'entertainment.museum']",0
OddBits,Cairo,Street 9,31.2613775,29.9564676,"OddBits, 67 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Old Nubian Guest House Philae & Restaurant,Aswan,25,32.8847615,24.0315912,"Old Nubian Guest House Philae & Restaurant, 25, Shash, 81531, Egypt","['accommodation', 'accommodation.guest_house', 'catering', 'catering.restaurant']",0
Olivo,Red Sea,"Al Qusair, Marsa Aalam Road",34.60763225,25.59828335,"Olivo, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
omkalsoum cafe,Cairo,Saria Al Azbakeya Street,31.24318973,30.0532791,"omkalsoum cafe, 2 Saria Al Azbakeya Street, Al-Azbakeya, Cairo, 11574, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0
On the Run,Giza,Side 26th of July Axis,30.9802841,30.0064726,"On the Run, Side 26th of July Axis, 7th District, 6th of October, 12568, Egypt","['catering', 'catering.cafe']",0
Opera Cafe,Cairo,Mahmoud Mokhtar Street,31.22256804,30.04363155,"Opera Cafe, Mahmoud Mokhtar Street, Bab al Luq, 11111, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0
Orangerie,Red Sea,Mövenpick El Qusair,34.2466501,26.1547614,"Orangerie, Mövenpick El Qusair, Al Qusair City, 84712, Egypt","['catering', 'catering.restaurant']",0
Osta Basha,Giza,El Geish Street,31.0892516,29.9581042,"Osta Basha, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['catering', 'catering.restaurant']",0
Ovio,Cairo,Street 18,31.2692026,29.9582437,"Ovio, Street 18, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0
Pakistani restaurant,Giza,Doctor Al Mahrouqi Street,31.2087284,30.0567556,"Pakistani restaurant, Doctor Al Mahrouqi Street, El Agouza, Giza, 12654, Egypt","['catering', 'catering.restaurant']",0
Palestine,Aswan,Medan Mahata Aswan Street,32.9014806,24.0998065,"Palestine, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0
Pangea,Giza,Oman Square,31.2026525,30.0412816,"Pangea, Oman Square, Been Al-Sarayat, Giza, 12615, Egypt","['catering', 'catering.restaurant']",0
Panorama,Aswan,Kornish Al Nile Street,32.8916496,24.0860309,"Panorama, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant']",0
Panorama Buffet Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.6422909,25.5216048,"Panorama Buffet Restaurant, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",0
Panorama Pyramids Inn,Giza,Abou Al Houl Al Syahi Western Street,31.1411272,29.9744838,"Panorama Pyramids Inn, Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Panorama Pyramids Inn,Giza,Abou Al Houl Al Syahi Western Street,31.1411272,29.9744838,"Panorama Pyramids Inn, Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Papa John's,Cairo,Makram Abaid Street,31.3445034,30.0686265,"Papa John's, Makram Abaid Street, Nasr City, Cairo, 11391, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",0
Partido cafe,Cairo,Abd Al Latif Hamza Street,31.3510806,30.0683536,"Partido cafe, 11 Abd Al Latif Hamza Street, Cairo, 11391, Egypt","['catering', 'catering.cafe', 'internet_access']",0
Patchi,Cairo,Street 206,31.273164,29.9641557,"Patchi, Street 206, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.chocolate']",0
Pearl Hotel,Cairo,Street 82,31.25955579,29.9565521,"Pearl Hotel, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0
Pearl Hotel,Cairo,Street 82,31.25955579,29.9565521,"Pearl Hotel, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0
Peking,Giza,Al Atba' Street,31.1986184,30.0468447,"Peking, Al Atba' Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chinese']",0
Pharaohs,Giza,Lotfi Hasouna Street,31.2185122,30.0422436,"Pharaohs, Lotfi Hasouna Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Pharaohs,Giza,Lotfi Hasouna Street,31.2185122,30.0422436,"Pharaohs, Lotfi Hasouna Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Pharoah Egypt Hotel,Giza,Omar Tousoun Street,31.20750679,30.06264385,"Pharoah Egypt Hotel, Omar Tousoun Street, Meet Okba, Giza, 12658, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Pharoah Egypt Hotel,Giza,Omar Tousoun Street,31.20750679,30.06264385,"Pharoah Egypt Hotel, Omar Tousoun Street, Meet Okba, Giza, 12658, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Pier 88,Red Sea,Ahmed Ragab Street,33.6746353,27.4087177,"Pier 88, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",0
Pinci Cafe,Giza,Al Bahr Al Aazam Street,31.2156034,29.9974947,"Pinci Cafe, Al Bahr Al Aazam Street, Giza, 12516, Egypt","['catering', 'catering.restaurant']",0
Pistachio Cafe & Restaurant,Cairo,Street 18,31.2685167,29.9591201,"Pistachio Cafe & Restaurant, Street 18, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0
Pizza Biti,Aswan,Medan Mahata Aswan Street,32.9017787,24.100329,"Pizza Biti, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0
Pizza Hut,Cairo,Hafez Ramadan Street,31.3447016,30.0680188,"Pizza Hut, Hafez Ramadan Street, Cairo, 11391, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Cairo,Ismailia Road,31.7227163,30.2414796,"Pizza Hut, Ismailia Road, Cairo, 44629, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Cairo,Abbas Al Aqad Street,31.3364074,30.0664872,"Pizza Hut, 9;15B Abbas Al Aqad Street, Nasr City, Cairo, 11765, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Giza,Al Batal Ahmed Abd Al Aziz Street,31.2041245,30.0551224,"Pizza Hut, Al Batal Ahmed Abd Al Aziz Street, El Agouza, Cairo, 12654, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Suez,"Side Suez, Ain Sokhna Road",32.3420661,29.6930394,"Pizza Hut, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.fast_food']",0
Pizza Hut,Giza,Al Markazy Axis,30.9443932,29.9717459,"Pizza Hut, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Cairo,Street 9,31.260742,29.9570981,"Pizza Hut, 75 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Cairo,Al Nasr Street,31.284008,29.9760919,"Pizza Hut, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Cairo,Al Mouarikh Mohamed Refaat Street,31.3705019,30.1261531,"Pizza Hut, Al Mouarikh Mohamed Refaat Street, Cairo, 11843, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza Hut,Suez,"Side Suez, Ain Sokhna Road",32.3420661,29.6930394,"Pizza Hut, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.fast_food']",0
Pizza Hut,Suez,Al Shohda Street,32.5541847,29.9636395,"Pizza Hut, Al Shohda Street, Suez, 43211, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Pizza King,Cairo,Borhan Street,31.3357708,29.8430775,"Pizza King, Borhan Street, Cairo, 11723, Egypt","['catering', 'catering.fast_food']",0
Plateao Beachbar,Red Sea,"Al Qusair, Marsa Aalam Road",34.61365279,25.59963925,"Plateao Beachbar, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
Ponte Vecchio,Suez,"Side Suez, Ain Sokhna Road",32.3580844,29.6723577,"Ponte Vecchio, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.restaurant']",0
Potato and Zlabaa,Aswan,Abtal Al Tahrir Street,32.8964469,24.0919832,"Potato and Zlabaa, Abtal Al Tahrir Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.fast_food']",0
Prince Krish,Giza,Madrasa Geel 2000 Street,30.9443885,29.9667613,"Prince Krish, Madrasa Geel 2000 Street, 2nd District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.kebab']",0
Promodoro Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.606489,25.5990366,"Promodoro Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",0
Pure Cafe,Cairo,Ismail Mohamed Street,31.220359,30.0636091,"Pure Cafe, Ismail Mohamed Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.cafe']",0
pyramids family inn,Giza,Al Salam Street,31.1437447,29.9775111,"pyramids family inn, 2 Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
pyramids family inn,Giza,Al Salam Street,31.1437447,29.9775111,"pyramids family inn, 2 Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Inn,Giza,Ibn Touloun Street,31.1438038,29.9727205,"Pyramids Inn, 12 Ibn Touloun Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Inn,Giza,Ibn Touloun Street,31.1438038,29.9727205,"Pyramids Inn, 12 Ibn Touloun Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Loft Guesthouse,Giza,Al Salam Street,31.1435767,29.975948,"Pyramids Loft Guesthouse, Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Loft Guesthouse,Giza,Al Salam Street,31.1435767,29.975948,"Pyramids Loft Guesthouse, Al Salam Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
pyramids Overlook Inn,Giza,Bni Sofyan Street,31.1403401,29.975786,"pyramids Overlook Inn, Bni Sofyan Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Park Resort Cairo,Giza,"Cairo, Alexandria Desert Road",31.1160362,30.0006064,"Pyramids Park Resort Cairo, Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Park Resort Cairo,Giza,"Cairo, Alexandria Desert Road",31.1160362,30.0006064,"Pyramids Park Resort Cairo, Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Planet Hotel,Giza,Street 9,31.1079449,29.9614768,"Pyramids Planet Hotel, Street 9, Giza, 12559, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids Planet Hotel,Giza,Street 9,31.1079449,29.9614768,"Pyramids Planet Hotel, Street 9, Giza, 12559, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids plateau inn,Giza,Abou Al Houl Al Syahi Western Street,31.141815,29.9760233,"Pyramids plateau inn, 2 Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Pyramids plateau inn,Giza,Abou Al Houl Al Syahi Western Street,31.141815,29.9760233,"Pyramids plateau inn, 2 Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Pyramids View apartment,Giza,Yehya Abd Al Naby Street,31.1415906,29.9742409,"Pyramids View apartment, 6 Yehya Abd Al Naby Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids View apartment,Giza,Yehya Abd Al Naby Street,31.1415906,29.9742409,"Pyramids View apartment, 6 Yehya Abd Al Naby Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Pyramids View Inn,Giza,Abou Al Houl Al Syahi Western Street,31.14114227,29.9748143,"Pyramids View Inn, Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
