name,state,street,lon,lat,formatted,categories,min_fee
فندق نور الصباح,Cairo,Khan Al Khalili Street,31.2621557,30.0474934,"Nour Elsabah, Khan Al Khalili Street, Islamic Cairo, Cairo, 11261, Egypt","['accommodation', 'accommodation.hotel']",0.0
Memar Almorshedy,Cairo,Al Abany Street,31.3212088,29.985867,"Memar Almorshedy, Al Abany Street, Cairo, 11571, Egypt","['accommodation', 'accommodation.hotel']",0.0
Panorama Pyramids Inn,Giza,Abou Al Houl Al Syahi Western Street,31.1411272,29.9744838,"Panorama Pyramids Inn, Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0.0
Valencia,Cairo,Talaat Harb Street,31.23960778632605,30.0488426,"Valencia, 21 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Swiss Inn Pyramids Golf Resort,Giza,Al Wahat Road,31.046963874611155,29.9630842,"Swiss Inn Pyramids Golf Resort, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",0.0
family palace hotel,Cairo,B Tech Passage,31.244515532911212,30.052170500000003,"family palace hotel, B Tech Passage, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.residential']",0.0
Giza palace,Giza,Side 26th of July Axis,31.002796,30.0179382,"Giza palace, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['accommodation', 'accommodation.hotel']",0.0
Tiba Pyramids Hotel,Giza,Abou Al Houl Al Syahi Street,31.1414737,29.9865912,"Tiba Pyramids Hotel, Abou Al Houl Al Syahi Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']",0.0
Cheops Pyramid In,Giza,Naser Alley,31.141299,29.9758937,"Cheops Pyramid In, Naser Alley, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0.0
Lagoona,Giza,Abou Al Houl Al Syahi Street,31.1536378,29.9568667,"Lagoona, Abou Al Houl Al Syahi Street, Nazlet al Batran, Remaya Square, 12561, Egypt","['accommodation', 'accommodation.hotel']",0.0
Trio Hotel Caroline Crillon,Giza,Surya Street,31.1949468,30.0527729,"Trio Hotel Caroline Crillon, Surya Street, El Mohandesin, Cairo, 13211, Egypt","['accommodation', 'accommodation.hotel']",0.0
The Square Boutique Hotel,Cairo,Mohamed Sabry Abou Alam Street,31.238954,30.0472745,"The Square Boutique Hotel, Mohamed Sabry Abou Alam Street, Bab al Luq, Cairo, 11613, Egypt","['accommodation', 'accommodation.hotel']",0.0
Hayat,Giza,Al Afdal Street,31.1413339,29.9753361,"Hayat, Al Afdal Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0.0
Nema Inn pyramids,Giza,Al Akhtal Street,31.1416903,29.9757572,"Nema Inn pyramids, Al Akhtal Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel']",0.0
Cosmopolitan Hotel,Cairo,Abou Bakr Khairat Street,31.2403433,30.047706,"Cosmopolitan Hotel, Abou Bakr Khairat Street, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel']",0.0
TuT pyramids view,Giza,Al Shaeir Street,31.1411976,29.9726784,"TuT pyramids view, Al Shaeir Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0.0
Pyramids Planet Hotel,Giza,Street 9,31.1079449,29.9614768,"Pyramids Planet Hotel, Street 9, Giza, 12559, Egypt","['accommodation', 'accommodation.hotel']",0.0
Central Cairo,Cairo,Sherif Pasha Street,31.2422026,30.0508356,"Central Cairo, 32 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",0.0
Eileen Hotel Cairo,Cairo,Youssef Al Gendy Street,31.2394293,30.0459882,"Eileen Hotel Cairo, 21 Youssef Al Gendy Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",0.0
Centro Cairo Hotel,Cairo,Sherif Pasha Street,31.2421843,30.0507737,"Centro Cairo Hotel, 32 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",0.0
Jura el Galala,Suez,طريق ساحل السخنة Sukhna Coast Road,32.45550008943099,29.4698389,"Jura el Galala, طريق ساحل السخنة Sukhna Coast Road, Ain Sokhna, 43552, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Jura El Galala,Suez,طريق ساحل السخنة Sukhna Coast Road,32.4553891,29.4698448,"Jura El Galala, طريق ساحل السخنة Sukhna Coast Road, Ain Sokhna, 43552, Egypt","['accommodation', 'accommodation.hotel']",0.0
Cecil,South Sinai,Al Salam Street,32.713555694941284,29.58735135,"Cecil, 2 Al Salam Street, Ras Sudr, 46612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0.0
Dolphin,South Sinai,Al Mostashfa Street,32.71333530396656,29.587699800000003,"Dolphin, 4 Al Mostashfa Street, Ras Sudr, 46612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0.0
العين السخنة,Suez,"Ain Sokhna, Zaafarana Road",32.34193484577597,29.59138835,"Hot Spring, Ain Sokhna, Zaafarana Road, 84514, Egypt","['accommodation', 'accommodation.hotel']",0.0
اللوحة,Suez,"Ain Sokhna, Zaafarana Road",32.347866521161095,29.5834864,"Portrait, Ain Sokhna, Zaafarana Road, 84514, Egypt","['accommodation', 'accommodation.hotel']",0.0
white House,South Sinai,Al Mostashfa Street,32.713470647860134,29.58756105,"white House, 3 Al Mostashfa Street, Ras Sudr, 46612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0.0
Mövenpick Resort El Sokhna,Suez,"Ain Sokhna, Zaafarana Road",32.3692048262122,29.5454724,"Mövenpick Resort El Sokhna, Ain Sokhna, Zaafarana Road, 84514, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0.0
Green Sudr Resort,South Sinai,"Ras Sedr, Al Tour Road",32.7524236,29.4524985,"Green Sudr Resort, Ras Sedr, Al Tour Road, Ras Sudr, Egypt","['accommodation', 'accommodation.hotel']",0.0
Sinai Star Resort,South Sinai,"Ras Sedr, Al Tour Road",32.7563174,29.4453913,"Sinai Star Resort, Ras Sedr, Al Tour Road, Ras Sudr, Egypt","['accommodation', 'accommodation.hotel']",0.0
Building,Suez,Parking H5,32.581092808911336,29.34906475,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.5814776849832,29.3492611,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.58070657608157,29.3488578,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.58102890000001,29.34979415,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.58042195,29.34947725,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.58015697608157,29.3501325,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.58057907606454,29.35034465,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.57929118497587,29.34965445,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
Building,Suez,Parking H5,32.579978291088665,29.34846745,"Building, Parking H5, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0.0
نجم البحر نادى البحر,Suez,"Side Suez, Ain Sokhna Road",32.3551983,29.6711338,"Starfish Club, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['accommodation', 'accommodation.hotel']",0.0
Hotel Diamond also known as Massa,Aswan,Al Tahrir Street,32.8757279,24.977658,"Hotel Diamond also known as Massa, Al Tahrir Street, Idfu City, 81644, Egypt","['accommodation', 'accommodation.hotel']",0.0
Hotel Amoun,Aswan,Al Gemhoureya Street,32.8764355,24.9763719,"Hotel Amoun, Al Gemhoureya Street, Idfu City, 81644, Egypt","['accommodation', 'accommodation.hotel']",0.0
Happy Land Hotel,Aswan,"Cairo, Aswan Eastern Desert Road",32.8895655,24.9906178,"Happy Land Hotel, Cairo, Aswan Eastern Desert Road, Idfu City, 81644, Egypt","['accommodation', 'accommodation.hotel']",0.0
إيكولودج الطرفة Ecolodge Al Tarfa,New Valley,"Al Farafrah, Al Wahat Al Dakhlah Road",28.92728021895717,25.6069142,"Al Tarfa Spa and Luxury Ecolodge, Al Farafrah, Al Wahat Al Dakhlah Road, القصر الإسلامية, Egypt","['accommodation', 'accommodation.hotel']",0.0
El-Negoom Hotel,New Valley,"Al Aouina, Al Hendawy Road",28.9803662,25.4991704,"El-Negoom Hotel, Al Aouina, Al Hendawy Road, Mut, 72711, Egypt","['accommodation', 'accommodation.hotel']",0.0
Bedouin Camp,New Valley,"Al Farafrah, Al Wahat Al Dakhlah Road",28.9496063,25.5606621,"Bedouin Camp, Al Farafrah, Al Wahat Al Dakhlah Road, Egypt","['accommodation', 'accommodation.hotel']",0.0
إيكولودج الطرفة Ecolodge Al Tarfa,New Valley,"Al Farafrah, Al Wahat Al Dakhlah Road",28.92728021895717,25.6069142,"Al Tarfa Spa and Luxury Ecolodge, Al Farafrah, Al Wahat Al Dakhlah Road, القصر الإسلامية, Egypt","['accommodation', 'accommodation.hotel']",0.0
El-Negoom Hotel,New Valley,"Al Aouina, Al Hendawy Road",28.9803662,25.4991704,"El-Negoom Hotel, Al Aouina, Al Hendawy Road, Mut, 72711, Egypt","['accommodation', 'accommodation.hotel']",0.0
Bedouin Camp,New Valley,"Al Farafrah, Al Wahat Al Dakhlah Road",28.9496063,25.5606621,"Bedouin Camp, Al Farafrah, Al Wahat Al Dakhlah Road, Egypt","['accommodation', 'accommodation.hotel']",0.0
Small Cafe,Giza,"Al Giza, Al Wahat Al Bahareya Road",29.6621676,29.3301527,"Small Cafe, Al Giza, Al Wahat Al Bahareya Road, Egypt","['catering', 'catering.cafe']",0.0
رست طريق الوحات,Giza,"Al Giza, Al Wahat Al Bahareya Road",29.7223033,29.4159804,"رست طريق الوحات, Al Giza, Al Wahat Al Bahareya Road, Egypt","['catering', 'catering.restaurant']",0.0
Aspero Restaurant,Giza,Al Nil Street,31.21815952924716,30.02610385,"Aspero Restaurant, 133 Al Nil Street, Dokki, Giza, 12513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.american', 'halal', 'internet_access', 'vegan', 'vegetarian']",0.0
VIOLA ROOFTOP,Giza,Al Nil Street,31.218413353265184,30.02512285,"VIOLA ROOFTOP, 135 Al Nil Street, Dokki, Giza, 12513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'halal']",0.0
ماكدونالدز,Cairo,Talaat Mustafa Road,31.640818906010608,30.085261600000003,"McDonald's, Talaat Mustafa Road, Cairo, 19519, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Crafted Home كرافتيد هوم,Cairo,Adly Street,31.242724404797265,30.051018900000003,"Crafted Home كرافتيد هوم, 26 Adly Street, Abdin, Cairo, 11518, Egypt","['building', 'building.catering', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop', 'internet_access', 'internet_access.free']",0.0
بلاي ستيشن ايموشن,Cairo,Road 86,31.376049,30.1072204,"emotion playstation, 12 Road 86, Cairo, 11351, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
ورد الشام,Cairo,Ahmed Fakhry Street,31.348695,30.0659772,"ورد الشام, 8 أ Ahmed Fakhry Street, Cairo, 11391, Egypt","['catering', 'catering.restaurant', 'internet_access']",0.0
ورد الشام,Cairo,Ahmed Fakhry Street,31.3486371,30.0656911,"Wardelsham, 8 أ Ahmed Fakhry Street, Cairo, 11391, Egypt","['catering', 'catering.restaurant', 'internet_access']",0.0
يحي العطار,Giza,Al Dokki Street,31.2118201,30.0363544,"yahya elattar, Al Dokki Street, Dokki, Giza, 12611, Egypt","['catering', 'catering.fast_food']",0.0
The Courtyard Maadi,Cairo,Extension Palestine Street,31.2848812,29.9776776,"The Courtyard Maadi, 2 Extension Palestine Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant']",0.0
Il Pennello Ceramic Café,Cairo,Omar Ibn Al Khatab Street,31.333329,30.1002143,"Il Pennello Ceramic Café, 2 Omar Ibn Al Khatab Street, Heliopolis, Cairo, 11757, Egypt","['catering', 'catering.cafe']",0.0
المصطبه,Giza,Mohamed Saleh Street,31.2089154,30.0407592,"المصطبه, 2 Mohamed Saleh Street, Dokki, Giza, 12615, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0.0
أهل اليمن,Giza,Al Dokki Street,31.2112632,30.0402345,"أهل اليمن, 63 Al Dokki Street, Dokki, Giza, 12611, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional', 'internet_access']",0.0
shikh el araab (saif),Giza,Tersa Street,31.1622767,29.9897928,"shikh el araab (saif), 24 Tersa Street, Kom al Akhdar, Giza, 12574, Egypt","['catering', 'catering.restaurant', 'halal']",0.0
تويست فود,Cairo,Al Dayer West Street,31.3014692,29.8176524,"Twist Food, Al Dayer West Street, Cairo, 11915, Egypt","['catering', 'catering.restaurant']",0.0
ستاربكس,Cairo,Al Seka Al Tougary Street,31.2279457,30.071573,"Starbucks, Al Seka Al Tougary Street, Al-Sabtiyya, Cairo, 11624, Egypt","['catering', 'catering.cafe']",0.0
calistoegypt,Giza,Waslet Dahshur Road,30.9700716,30.020492,"calistoegypt, G21CITYPARK Waslet Dahshur Road, October Hills, 12588, Egypt","['catering', 'catering.restaurant', 'internet_access', 'internet_access.for_customers']",0.0
بازوكا,Cairo,Riyad Pasha Street,31.3367216,29.8428623,"Bazzoka, Riyad Pasha Street, Cairo, 11421, Egypt","['catering', 'catering.restaurant']",0.0
بازوكا,Cairo,Azzam Mosque Street,31.3363224,29.8530071,"Bazzoka, Azzam Mosque Street, Cairo, 11795, Egypt","['catering', 'catering.restaurant']",0.0
بازوكا,Cairo,Moustafa Safwat Street,31.3393518,29.8457504,"Bazzoka, Moustafa Safwat Street, Cairo, 11421, Egypt","['catering', 'catering.restaurant']",0.0
بازوكا,Cairo,Al Swofyh Street,31.3266198,29.8577456,"Bazzoka, Al Swofyh Street, Cairo, 11795, Egypt","['catering', 'catering.restaurant']",0.0
بازوكا,Cairo,Al Moshir Ahmed Ismail Street,31.3811896,29.8352639,"Bazzoka, Al Moshir Ahmed Ismail Street, Cairo, 11926, Egypt","['catering', 'catering.restaurant']",0.0
كافيه دوبامين,Cairo,Maahad Al Gezira Street,31.3035428,30.0113263,"Dopamine, 9027 Maahad Al Gezira Street, Cairo, 11571, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
مطعم باستاريتو,Giza,Salah Al Din Street,30.9483611,29.9718291,"Pastarito restaurant, 109 Salah Al Din Street, 1st District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant']",0.0
كبدةومخ الشرقاوي ألماظة مصرالجديدة,Cairo,Ezzat Mohamed Selim Street,31.3531436,30.0849215,"كبدةومخ الشرقاوي ألماظة مصرالجديدة, 5 Ezzat Mohamed Selim Street, Heliopolis, Cairo, 11834, Egypt","['catering', 'catering.fast_food']",0.0
Prince Krish,Giza,Madrasa Geel 2000 Street,30.9443885,29.9667613,"Prince Krish, Madrasa Geel 2000 Street, 2nd District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.kebab']",0.0
Kazaz,Cairo,Al Bostan Al Saedi Street,31.23923505,30.0470866,"Kazaz, 7 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food']",0.0
Zööba,Cairo,Al Saleh Ayoub Street,31.21927545828649,30.0609991,"Zööba, 16 Al Saleh Ayoub Street, Al-Sabtiyya, 11568, Egypt","['building', 'building.catering', 'building.residential', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
Bawabat,Giza,"Madina Al Selmaneya, Ezbet Al Safi Road",30.8132884619972,30.2089248,"Bawabat, Km 58 Madina Al Selmaneya, Ezbet Al Safi Road, Al Hagir, Egypt","['catering', 'catering.restaurant']",0.0
NOLA Cupcakes,Cairo,Hassan Asem Street,31.2227251,30.0613878,"NOLA Cupcakes, 4 Hassan Asem Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe']",0.0
La Poire,Cairo,Street 9,31.2606296,29.9568246,"La Poire, 70 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe']",0.0
Dragon House,Cairo,Street 82,31.2596408,29.9566627,"Dragon House, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0.0
باستاويسي,Giza,Al Markazy Axis,30.9444385,29.9717535,"Pastaweesy, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.fast_food', 'halal']",0.0
بيتزا هت,Giza,Al Haram Street,31.1604591,29.9942663,"Pizza Hut, 202 Al Haram Street, Kom al Akhdar, Giza, 12574, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0.0
Sattva Steps,Cairo,Ahmed Heshmat Street,31.2209509,30.0678913,"Sattva Steps, 35 Ahmed Heshmat Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.restaurant']",0.0
Ziznia,Giza,Mourad Street,31.2128602,30.0162032,"Ziznia, Mourad Street, Been Al-Sarayat, Giza, 12541, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
Sola Cafe & Restaurant,Cairo,Moustafa Abd Al Aal Street,31.3403102,30.0795538,"Sola Cafe & Restaurant, Moustafa Abd Al Aal Street, Cairo, 11736, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.french']",0.0
بيتزا هات,Cairo,Al Sergani Street,31.2737894,30.0628896,"Pizza Hut, Al Sergani Street, El-Waily, Cairo, 11381, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",0.0
Partido cafe,Cairo,Abd Al Latif Hamza Street,31.3510806,30.0683536,"Partido cafe, 11 Abd Al Latif Hamza Street, Cairo, 11391, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
Allaga,Cairo,Abd Al Latif Hamza Street,31.3511239,30.0683328,"Allaga, 11 Abd Al Latif Hamza Street, Cairo, 11391, Egypt","['catering', 'catering.fast_food', 'internet_access']",0.0
Zooba,Cairo,Side El Orouba Axis,31.4117854,30.0177975,"Zooba, Downtown Mall Side El Orouba Axis, Cairo, 11528, Egypt","['catering', 'catering.restaurant']",0.0
اسماك القبه,Cairo,Masr W Al Sudan Street,31.2887756,30.087337,"ElQubba’s Fish resturant, 165 Masr W Al Sudan Street, Cairo, 11663, Egypt","['catering', 'catering.restaurant']",0.0
محمصات لؤلؤة الدقى,Giza,Al Dokki Street,31.2118269,30.0363139,"loloa nuts, Al Dokki Street, Dokki, Giza, 12611, Egypt","['catering', 'catering.fast_food']",0.0
مطعم ابو حسين العراقي,Giza,Teraa Al Mansoureya Street,31.1289729,29.9928348,"Abo Hussien Al-Iraqi resturant, Teraa Al Mansoureya Street, Remaya Square, 12571, Egypt","['catering', 'catering.restaurant', 'internet_access']",0.0
The Location,Cairo,Asmaa Zaghloul Street,31.3181851,30.077194,"The Location, 20 Asmaa Zaghloul Street, Cairo, 11759, Egypt","['catering', 'catering.cafe']",0.0
Shiva Indian Restaurant,Cairo,Mohamed Abaid Street,31.338793,30.0879398,"Shiva Indian Restaurant, 11 Mohamed Abaid Street, Heliopolis, Cairo, 11736, Egypt","['catering', 'catering.restaurant']",0.0
El Ezba,Giza,"Shabramant, Monsha'et Dahshur Road",31.1963346,29.9377523,"El Ezba, Shabramant, Monsha'et Dahshur Road, Shabramant, 12947, Egypt","['catering', 'catering.restaurant']",0.0
الشيف صابر,Giza,Al Dokki Street,31.2112717,30.0401088,"chef saber, Al Dokki Street, Dokki, Giza, 12611, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.seafood']",0.0
ماكدونالدز,Al Qalyubiya,Doctor Atef Sedki Street,31.1801198,30.4667559,"Mcdonalds, Doctor Atef Sedki Street, Banha, 13512, Egypt","['catering', 'catering.restaurant']",0.0
Location Cafe,Giza,Gamaa Al Doul Al Arabiya Street,31.2025013,30.0548471,"Location Cafe, 13 Gamaa Al Doul Al Arabiya Street, El Mohandesin, Cairo, 12655, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0.0
تكية المدينة,Cairo,Al Khamseen Street,31.3064595,29.9644612,"تكية المدينة, ٤ي Al Khamseen Street, Cairo, 00007, Egypt","['catering', 'catering.restaurant', 'internet_access']",0.0
نادى التجاريين,Al Minufiya,Gammal Abd Al Naser Street,31.0122068,30.5624494,"egybest, Gammal Abd Al Naser Street, Shibin Al-Kom, 32728, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
مشويات ابو عميرة,Giza,Al Tharwah Al Maadania Street,31.096371,29.9800996,"مشويات ابو عميرة, Al Tharwah Al Maadania Street, 12572, Egypt","['catering', 'catering.restaurant']",0.0
مطعم ريم البادية,Cairo,Side Middle Ring Road,31.5369788,29.953775,"مطعم ريم البادية, 2ك Side Middle Ring Road, Cairo, Egypt","['catering', 'catering.restaurant']",0.0
أسماك الجمهورية,Cairo,26th July Street,31.2205079,30.0605152,"أسماك الجمهورية, 122 26th July Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish', 'catering.restaurant.seafood']",0.0
Down The Bridge Cafe,Cairo,Abou Bakr Al Sedik Street,31.3387065,30.0970602,"Down The Bridge Cafe, Abou Bakr Al Sedik Street, Heliopolis, Cairo, 11736, Egypt","['catering', 'catering.cafe']",0.0
كرك بوي,Cairo,The Ring Road,31.3996589,30.0150159,"Karak Boy, The Ring Road, Taj City, Cairo, 19111, Egypt","['catering', 'catering.cafe']",0.0
مطعم fries&pasta,Cairo,Omar Ibn Al Khatab Street,31.2764894,29.9704838,"مطعم fries&pasta, 9 Omar Ibn Al Khatab Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'internet_access']",0.0
مطعم زهرة الشام,Giza,Al Ashrin Street,31.18426,30.0218102,"مطعم زهرة الشام, برج الباشا Al Ashrin Street, Bulaq Al-Dakrour, Giza, 12621, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.sandwich', 'halal']",0.0
بازوكا,Cairo,Abd Allah Pasha Street,31.3302072,29.8481559,"Bazzoka, Abd Allah Pasha Street, Cairo, 11735, Egypt","['catering', 'catering.restaurant']",0.0
بازوكا,Cairo,Omar Ibn Abd Al Aziz Street,31.3294432,29.8406522,"Bazzoka, Omar Ibn Abd Al Aziz Street, Cairo, 11746, Egypt","['catering', 'catering.restaurant']",0.0
كرم الشام,Cairo,Shobra Street,31.2452011,30.0807463,"Karam Al Sham, Shobra Street, Rod El-Farag, Cairo, 11697, Egypt","['catering', 'catering.restaurant']",0.0
سينابون,Cairo,Gamal Abd Al Naser Axis,31.4326434,29.992027,"CINNABON, Gamal Abd Al Naser Axis, Cairo, 11835, Egypt","['catering', 'catering.restaurant']",0.0
مطعم درويش الكبابجي,Al Qalyubiya,Mohamed Atef Al Sadat Street,31.5932811,30.1730566,"مطعم درويش الكبابجي, Mohamed Atef Al Sadat Street, Cairo, 11837, Egypt","['catering', 'catering.restaurant']",0.0
Vegan in Our House,Cairo,Street 82,31.2596004,29.9566424,"Vegan in Our House, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'vegan']",0.0
رزايه,Cairo,Ahmed Taysir Street,31.3269884,30.0794477,"Rozaya, Ahmed Taysir Street, Cairo, 11737, Egypt","['catering', 'catering.fast_food']",0.0
Caf,Giza,Bni Sofyan Street,31.1405385,29.9754028,"Caf, Bni Sofyan Street, Kom al Akhdar, Giza, 12125, Egypt","['catering', 'catering.cafe']",0.0
Caf,Cairo,Al Mahgr Road,31.4476831,29.9524572,"Caf, Al Mahgr Road, Cairo, 11835, Egypt","['catering', 'catering.cafe']",0.0
Caf,Cairo,Abd Al Rahman Al Jabarti Street,31.4033246,30.0089648,"Caf, Abd Al Rahman Al Jabarti Street, Cairo, 11936, Egypt","['catering', 'catering.cafe']",0.0
Caf,Giza,Al Bostan Street,31.0108638,30.0255518,"Caf, Al Bostan Street, El Nada Compound, 12573, Egypt","['catering', 'catering.cafe']",0.0
Caf,Cairo,Wasem Hassn Street,31.2340665,30.0468725,"Caf, Wasem Hassn Street, Bab al Luq, Cairo, 11556, Egypt","['catering', 'catering.cafe']",0.0
Beano's,Cairo,Street 10,31.26041545,29.9584424,"Beano's, Street 10, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0.0
باتيو القاهرة الجديدة,Cairo,Moustafa Amin Street,31.42437004996179,30.0227747,"Patio New Cairo, Moustafa Amin Street, New Cairo City, 11835, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
zed,Giza,Cairo University Street,31.211845665798045,30.025736,"zed, Cairo University Street, Been Al-Sarayat, Giza, 12541, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
Mood Swing,Cairo,Al Thawra Street,31.328838,30.0898042,"Mood Swing, Al Thawra Street, Heliopolis, Cairo, 11737, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0.0
Grand Cafe,Cairo,Kornish Al Nil Street,31.2525585,29.9555574,"Grand Cafe, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['catering', 'catering.restaurant']",0.0
Zeera Cafe,Cairo,Street 79,31.268600945754716,29.9662241,"Zeera Cafe, 48 Street 79, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
Carlton Roof Garden,Cairo,Al Borsa Street,31.24078965281632,30.05321105,"Carlton Roof Garden, Al Borsa Street, Al-Azbakeya, Cairo, 11574, Egypt","['catering', 'catering.restaurant']",0.0
Sudan Restaurant,Cairo,Adly Street,31.24579134056191,30.05090055,"Sudan Restaurant, 6 Adly Street, Abdin, Cairo, 11518, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.african']",0.0
ستاربكس,Cairo,Talaat Moustafa Road,31.61336185,30.1037819,"Starbucks, Talaat Moustafa Road, Cairo, 19511, Egypt","['building', 'building.catering', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
ماكدونالدز,Giza,Shehab Street,31.19617438822557,30.05584255,"McDonald's, 57 Shehab Street, El Mohandesin, Cairo, 12655, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
كافية قانينو,Ad Dakahliya,شارع المدارس,31.331424926311257,30.6486243,"Qanino Cafe, 12 شارع المدارس, ميت ابو خالد, 14666, Egypt","['building', 'building.catering', 'catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0.0
قهوة ريش,Cairo,Talaat Harb Street,31.2382388,30.0469677,"Café Riche, Talaat Harb Street, Bab al Luq, Cairo, 11556, Egypt","['catering', 'catering.cafe']",0.0
